Ensembl Gene ID,EC Number,Gene Symbol and Synonyms,MitoCarta2.0_Score,MitoCarta3.0 Class,TrSSP prediction
ENSG00000158481,-,CD1C; CD1; R7; CD1A; BDCA1,-0.8138,0,0
ENSG00000158482,-,-,0,-1,-1
ENSG00000158483,EC 2.1.1.-,FAM86C1P; FAM86C1; FAM86C,-11.4265,0,0
ENSG00000158485,-,CD1B; CD1; CD1A; R1,-13.4554,0,0
ENSG00000158486,-,HEL-36; DNAHC3B; DNAHC3-B; DNAH3; HDHC8; HSADHC3,0.9725,0,0
ENSG00000158488,-,CD1E; R2; CD1A,-13.4554,0,0
ENSG00000158497,-,HMHB1; HB-1; HLA-HB1; HB-1Y,-10.8297,0,0
ENSG00000158516,EC 3.4.17.15,CPA2,-4.079,0,0
ENSG00000158517,-,CGD1; NOXO2; p47phox; NCF1A; SH3PXD1A; NCF1,-4.3576,0,0
ENSG00000158525,EC 3.4.17.-,CPA5,-4.079,0,0
ENSG00000158526,-,TSR2; WGG1; DBA14; DT1P1A10,-10.6961,0,0
ENSG00000158528,-,NRB1; NRBI; Neurabin-I; PPP1R9A,-1.3802,0,0
ENSG00000158545,-,ZC3H18; NHN1,0.9725,0,0
ENSG00000158552,-,ZFAND2B; AIRAPL,-10.6961,0,0
ENSG00000158553,-,POM121L; POM121L2; POM121-L,-7.46,0,0
ENSG00000158555,EC 3.1.4.2; EC 3.1.4.11,GDPD5; PP1665; GDE2,-4.2008,0,0
ENSG00000158560,-,DYNC1I1; DNCIC1; DNCI1,-2.86,0,0
ENSG00000158571,EC 3.1.3.46; EC 2.7.1.105,F6PK; PFRX; HL2K; PFKFB1,-1.849,0,0
ENSG00000158578,EC 2.3.1.37,XLSA; ALASE; ASB; ALAS-E; XLEPP; SIDBA1; ALAS2; ANH1; XLDPP,13.85,1,1
ENSG00000158604,-,TMED4; ERS25; p24a3; p24alpha3; GMP25iso; HNLF,-5.9384,0,1
ENSG00000158615,-,CREP; PPP1R15B; MSSGM2,-8.2616,0,-1
ENSG00000158623,-,gamma-2-COP; 2-COP; COPG2,-9.2075,0,0
ENSG00000158636,-,C11orf30; GL002; EMSY,-10.6961,0,0
ENSG00000158639,-,CT16.1; PAGE-5; PAGE5; CT16.2; CT16; GAGEE1,-10.8297,0,0
ENSG00000158669,EC 2.3.1.15,AGPAT6; LPAATZ; GPAT4; 1-AGPAT 6; LPAAT-zeta; TSARG7,-0.9827,0,0
ENSG00000158683,-,PKD1L1; PRO19563; HTX8,-6.2297,0,0
ENSG00000158691,-,ZFP96; ZNF96; ZNF29K1; ZNF305; dJ29K1.2; ZSCAN12,-2.2607,0,-1
ENSG00000158710,-,TAGLN2; HA1756,3.1553,0,0
ENSG00000158711,-,ELK4; SAP1,-10.6961,0,0
ENSG00000158714,-,SLAMF8; CD353; SBBI42; BLAME,-0.9827,0,0
ENSG00000158715,-,IPCA-8; SLC45A3; IPCA6; PCANAP8; PCANAP2; PRST; IPCA-2; IPCA-6; PCANAP6,19.3217,0,0
ENSG00000158716,EC 3.1.3.48; EC 3.1.3.16,LDP3; MOSP; DUSP23; DUSP25; LDP-3; VHZ,3.1492,0,0
ENSG00000158717,EC 2.3.2.27,RNF166,0.9483,0,0
ENSG00000158731,-,-,0,-1,-1
ENSG00000158747,-,DAND1; NBL1; D1S1733E; DAN; NB; NO3; MINOS1-NBL1; MICOS10-NBL1; C1orf151-NBL1,28.1846,0,0
ENSG00000158748,-,HTR6; 5-HT6; 5-HT6R,-10.6961,0,0
ENSG00000158764,-,ITLN2; HL-2; HL2,-7.9301,0,0
ENSG00000158769,-,JAM; KAT; PAM-1; F11R; CD321; JAMA; JAM1; JCAM,-6.2297,0,0
ENSG00000158773,-,USF1; FCHL1; bHLHb11; MLTFI; FCHL; MLTF; UEF; HYPLIP1,-2.1416,0,0
ENSG00000158786,EC 3.1.1.4,PLA2G2F; GIIFsPLA2; sPLA2-IIF,-10.6961,0,0
ENSG00000158792,-,tamo; C16orf76; SPATA2L,-8.0704,0,0
ENSG00000158793,EC 3.5.1.128,NIT1,12.2585,1,0
ENSG00000158796,-,DEFT; CASP8IP1; DEDD; KE05; DEDD1; FLDED1,-3.7952,0,0
ENSG00000158805,-,ZNF276; ZFP276; CENP-Z; CENPZ; ZADT; ZNF477,-2.2607,0,0
ENSG00000158806,-,NPM2,-8.0704,0,0
ENSG00000158813,-,ECTD1; HED; XHED; EDA-A1; EDA-A2; ODT1; STHAGX1; EDA; HED1; TNLG7C; XLHED; ED1; ED1-A1; ED1-A2; EDA1; EDA2,-2.7697,0,0
ENSG00000158815,-,FGF-17; FGF17; FGF-13; HH20,-8.2811,0,0
ENSG00000158816,-,VWA5B1,-8.2811,0,0
ENSG00000158825,EC 3.5.4.5,CDD; CDA,-4.4728,0,0
ENSG00000158828,EC 2.7.11.1,BRPK; PARK6; PINK1,6.985,1,0
ENSG00000158850,EC 2.4.1.38; EC 2.4.1.275; EC 2.4.1.90; EC 2.4.1.-,B4GALT3; beta4Gal-T3,-8.0704,0,0
ENSG00000158856,-,EPB49; DMT; DMTN,-10.6961,0,0
ENSG00000158859,EC 3.4.24.82,ADMP-1; ADAMTS4; ADAMTS-2; ADAMTS-4,13.9633,0,0
ENSG00000158863,-,FAM160B2; RAI16,-4.2621,0,0
ENSG00000158864,EC 7.1.1.2,MC1DN6; CI-49; NDUFS2,30.334,1,0
ENSG00000158865,-,SGLT6; SLC5A11; KST1; RKST1; SMIT2,-5.2769,0,1
ENSG00000158869,-,FCER1G; FCRG,-7.9301,0,0
ENSG00000158874,-,APOA2; ApoA-II; apoAII; Apo-AII,-7.9301,0,1
ENSG00000158882,-,TOMM40L; TOMM40B,25.4413,1,0
ENSG00000158887,-,CMTDID; MPZ; P0; CHN2; HMSNIB; CMTDI3; CMT1; CMT4E; MPP; DSS; CHM; CMT1B; CMT2I; CMT2J,-5.5448,0,0
ENSG00000158901,-,C20orf170; WAP8; HEL-S-292; WFDC8; dJ461P17.1,1.3533,0,0
ENSG00000158941,-,p30 DBC; DBC1; KIAA1967; NET35; p30DBC; CCAR2; DBC-1,-0.9827,0,0
ENSG00000158955,-,WNT14B; WNT9B; WNT15,-10.6961,0,0
ENSG00000158966,-,CACHD1,-4.3576,0,0
ENSG00000158985,-,CDC42SE2; SPEC2,1.3533,0,1
ENSG00000158987,-,RAPGEF6; RAGEF2; KIA001LB; PDZ-GEF2; PDZGEF2; RA-GEF-2,-3.8147,0,0
ENSG00000159023,-,4.1R; EL1; HE; EPB41,-7.8105,0,0
ENSG00000159055,-,MIS18A; hMis18alpha; B28; C21orf46; MIS18alpha; C21orf45; FASP1,1.3533,0,0
ENSG00000159063,EC 2.4.1.265; EC 2.4.1.-,PCLD3; CDG1H; ALG8,19.3217,0,0
ENSG00000159069,-,Fbw5; FBXW5,-6.2297,0,0
ENSG00000159079,-,CFAP298; Kur; CILD26; FBB18; C21orf48; C21orf59,1.3533,0,0
ENSG00000159082,EC 3.1.3.36,SYNJ1; DEE53; EIEE53; PARK20; INPP5G,-0.9827,0,0
ENSG00000159086,-,GCFC1; GCFC; FSAP105; C21orf66; BM020; PAXBP1,1.3533,0,0
ENSG00000159110,-,IFN-R; IFNAR2; IFN-alpha-REC; IFNABR; IMD45; IFNARB,-0.9827,0,0
ENSG00000159111,-,MRPL10; MRP-L8; L10MT; MRP-L10; MRPL8; RPML8,30.9719,1,0
ENSG00000159123,-,-,0,-1,-1
ENSG00000159128,-,IFGR2; IMD28; AF-1; IFNGT1; IFNGR2,-6.2297,0,0
ENSG00000159131,EC 6.3.4.13; EC 6.3.3.1; EC 2.1.2.2,GARS; PGFT; GARTF; PRGS; GART; AIRS; PAIS,1.2184,0,1
ENSG00000159140,-,SON; NREBP; BASS1; DBP-5; C21orf50; TOKIMS; SON3,1.3533,0,0
ENSG00000159147,-,MIMIS; DONSON; C21orf60; MISSLA; B17,1.3533,0,0
ENSG00000159164,-,SV2A; SV2,2.1903,0,1
ENSG00000159166,-,LAD1; LadA,-8.0704,0,0
ENSG00000159167,-,STC; STC1,-10.6961,0,0
ENSG00000159173,-,TNNI1; TNN1; SSTNI,-8.0704,0,0
ENSG00000159176,-,CRP; CRP1; D1S181E; CSRP1; CSRP; CYRP; HEL-141; HEL-S-286,37.826,0,0
ENSG00000159182,-,PRAC; PRAC1; C17orf92,-2.9098,0,0
ENSG00000159184,-,HPC9; HOXB13; PSGD,19.3217,0,0
ENSG00000159186,-,-,0,-1,-1
ENSG00000159189,-,C1Q-C; C1QC; C1QG,-10.6961,0,0
ENSG00000159197,-,KCNE2; MIRP1; LQT6; ATFB4; LQT5,-7.3762,0,0
ENSG00000159199,-,ATP5A; ATP5G1; ATP5G; ATP5MC1,6.1649,1,1
ENSG00000159200,-,RCAN1; ADAPT78; DSC1; MCIP1; CSP1; DSCR1; RCN1,37.826,0,1
ENSG00000159202,EC 2.3.2.23,USE1; HOYS7; UBE2Z,-7.8105,0,0
ENSG00000159208,-,C1orf51; CHRONO; GM129; CIART,-0.9827,0,0
ENSG00000159210,-,SNF8; Dot3; EAP30; VPS22,-10.6961,0,0
ENSG00000159212,-,CLIC6; CLIC1L,-6.409,0,0
ENSG00000159214,-,CCDC24,1.3533,0,0
ENSG00000159216,EC 2.1.1.-,CBFA2; RUNX1; CBF2alpha; PEBP2aB; AML1-EVI-1; AMLCR1; PEBP2alpha; AML1; EVI-1,-3.8147,0,0
ENSG00000159217,-,CRD-BP; IMP1; ZBP1; IGF2BP1; CRDBP; IMP-1; VICKZ1,-3.8147,0,0
ENSG00000159224,-,GIP,-8.2811,0,0
ENSG00000159228,EC 1.1.1.184; EC 1.1.1.196; EC 1.1.1.197; EC 1.1.1.189,SDR21C1; hCBR1; CBR; CBR1; PG-9-KR,0.0944,0,0
ENSG00000159231,EC 1.1.1.184,hCBR3; CBR3; SDR21C2; HEL-S-25,7.4373,1,1
ENSG00000159239,-,-,0,-1,-1
ENSG00000159247,-,-,0,-1,-1
ENSG00000159248,-,GJA9; GJD2; CX36,-10.6961,0,1
ENSG00000159251,-,CMD1R; LVNC4; ASD5; ACTC; ACTC1; CMH11,-3.8056,0,0
ENSG00000159256,-,NXP2; ZCW5; ZCWCC3; MORC3,0.9725,0,0
ENSG00000159259,-,CAF1A; CAF1; CAF-IP60; CAF1P60; MPHOSPH7; MPP7; CAF-1; CHAF1B,-3.2256,0,0
ENSG00000159261,-,CLDN14; DFNB29,-10.6961,0,0
ENSG00000159263,-,SIM2; bHLHe15; HMC13F06; SIM; HMC29C01,1.3533,0,0
ENSG00000159267,EC 6.3.4.10; EC 6.3.4.11; EC 6.3.4.9; EC 6.3.4.-; EC 6.3.4.15,HLCS; HCS,37.826,0,0
ENSG00000159289,-,GOLGA6A; GLP; GOLGA6,-10.8297,0,0
ENSG00000159307,-,SCUBE1,-10.6961,0,0
ENSG00000159314,-,PP905; CAMGAP1; SH3D20; SH3P20; ARHGAP27,-0.9827,0,0
ENSG00000159322,EC 2.7.1.147,ADP-GK; 2610017G09Rik; ADPGK,18.158,0,0
ENSG00000159335,-,PTMS; ParaT,-4.8268,0,0
ENSG00000159337,EC 3.1.1.4,PLA2G4D; cPLA2delta,-10.6961,0,0
ENSG00000159339,EC 3.5.3.15,PADI5; PAD; PADI4; PDI4; PDI5; PAD4,-10.6961,0,0
ENSG00000159346,-,CGI-45; PAQR1; ACDCR1; ADIPOR1; CGI45; TESBP1A,-1.0377,0,0
ENSG00000159348,EC 1.6.2.2,B5R.1; CYB5R1; B5R2; B5R1; humb5R2; NQO3A2,4.5081,0,0
ENSG00000159352,-,MCB1; S5A; AF-1; pUB-R5; AF; ASF; Rpn10; PSMD4,-7.1255,0,0
ENSG00000159363,EC 7.6.2.-; EC 7.2.2.-,SPG78; ATP13A2; CLN12; KRPPD; HSA9947; PARK9,19.5533,0,1
ENSG00000159374,-,SPGF48; SPATA37; M1AP; D6Mm5e; C2orf65,1.3533,0,0
ENSG00000159377,EC 3.4.25.1,HsN3; PSMB4; HN3; PROS-26; PROS26; PRAAS3,-1.1705,0,1
ENSG00000159387,-,IRXB3; IRX6; IRX-3; IRX7,-7.3264,0,0
ENSG00000159388,-,APRO1; PC3; TIS21; BTG2,19.3217,0,0
ENSG00000159398,EC 3.1.1.1; EC 3.1.1.-,HEL126; CAUXIN; CES7; CES5A; CES5; CES4C1,-3.7952,0,0
ENSG00000159399,EC 2.7.1.1,HXK2; HK2; HKII,10.7609,1,1
ENSG00000159403,EC 3.4.21.41,C1R; EDSPD1,-3.8147,0,0
ENSG00000159409,-,CAGH4; TNRC4; CELF3; ERDA4; ETR-1; BRUNOL1,-3.8147,0,1
ENSG00000159423,EC 1.2.1.88,P5CD; P5CDh; ALDH4A1; ALDH4,25.5079,1,0
ENSG00000159433,-,KIF16A; STARD9,7.3188,0,0
ENSG00000159445,EC 3.1.2.2,CTMP; THEM4,19.9875,1,0
ENSG00000159450,-,TRHY; TCHH; THH; UHS3; THL,-2.7697,0,0
ENSG00000159455,-,XP5; LCE2B; SPRL1B; LEP10,17.7302,0,0
ENSG00000159459,EC 2.3.2.27,UBR1; JBS,-7.5961,0,0
ENSG00000159461,EC 2.3.2.27,GP78; RNF45; AMFR,-0.5981,0,0
ENSG00000159479,-,ARC32; MED8,0.9725,0,0
ENSG00000159495,EC 2.3.2.13,TGMZ; TGM7,-10.6961,0,0
ENSG00000159496,-,Rgr; RGL4,-13.4554,0,0
ENSG00000159516,-,SPRR2G,17.7302,0,0
ENSG00000159527,-,PGRP-Ialpha; PGLYRP3; PGRPIA; PGLYRPIalpha,-4.2008,0,0
ENSG00000159556,-,ISL2,-10.6961,0,0
ENSG00000159579,-,SEMDFA; RSPRY1,17.7302,0,0
ENSG00000159588,-,CCDC17,-8.0704,0,0
ENSG00000159592,-,SP192; GPBP1L1,-10.6961,0,0
ENSG00000159593,-,ula-1; APPBP1; A-116A10.1; NAE1; HPP1,-3.8147,0,0
ENSG00000159596,-,TMEM69; C1orf154,3.9723,0,0
ENSG00000159618,-,ADGRG5; GPR114; PGR27,-4.2008,0,0
ENSG00000159625,-,FAP50; C16orf50; CCDC135; CFAP50; DRC7,-8.0704,0,0
ENSG00000159640,EC 3.4.15.1; EC 3.2.1.-; EC 3.4.-.-,ACE1; DCP1; CD143; ACE; DCP,-4.079,0,0
ENSG00000159648,-,TEPP,-2.6545,0,0
ENSG00000159650,EC 4.2.1.49,UROC1; HMFN0320; UROCD,-7.3264,0,0
ENSG00000159658,-,KIAA0494; EFCAB14,-6.2297,0,0
ENSG00000159674,-,M-SPONDIN; DIL1; SPON2; DIL-1; MINDIN,-10.6961,0,0
ENSG00000159685,-,MICOS25; CHCM1; PPP1R23; CHCHD6; Mic25,5.553,1,0
ENSG00000159692,EC 1.1.1.-,BARS; HADDTS; CTBP1,2.6149,0,0
ENSG00000159708,-,LRRC36; RORBP70; XLHSRF2,0.9725,0,0
ENSG00000159712,-,-,0,-1,-1
ENSG00000159713,-,p20; CGI-38; TPPP/p20; TPPP3; p25gamma,-7.3762,0,1
ENSG00000159714,EC 2.3.1.225,C16orf1; ZDHHC1; DHHC-1; HSU90653; ZNF377,-10.6961,0,0
ENSG00000159720,-,VMA6; ATP6DV; VPATPD; ATP6V0D1; ATP6D; P39; VATX,-7.3762,0,1
ENSG00000159723,-,ART; AGRT; AGRP; ASIP2,-0.9827,0,0
ENSG00000159733,-,ZFYVE28; LYST2; LST2; lst-2,-1.9426,0,0
ENSG00000159753,-,LRRC16C; RLTPR; CARMIL2b; IMD58; CARMIL2,-0.9827,0,0
ENSG00000159761,-,C16orf86,-8.0704,0,0
ENSG00000159763,-,PIP; GCDFP-15; GPIP4; GCDFP15,10.5459,0,0
ENSG00000159784,-,FAM131B,-8.0704,0,0
ENSG00000159788,-,RGS12,-2.86,0,0
ENSG00000159792,EC 2.7.11.1,PSKH1,-6.2297,0,0
ENSG00000159840,-,ZYX; HED-2; ESP-2,-8.2616,0,0
ENSG00000159842,-,MDB; ABR,-3.8147,0,0
ENSG00000159860,-,-,0,-1,-1
ENSG00000159871,-,LYPD5; PRO4356,-10.6961,0,0
ENSG00000159873,-,CCDC117; dJ366L4.1,-8.0704,0,0
ENSG00000159882,-,ZNF230; FDZF2,-2.2607,0,0
ENSG00000159884,-,PSEC0222; CCDC107,-5.1848,0,0
ENSG00000159885,-,ZNF222,-2.2607,0,0
ENSG00000159899,EC 4.6.1.2,NPR2; ECDM; SNSK; AMDM; ANPb; GC-B; GUC2B; NPRB; GCB; GUCY2B; ANPRB; NPRBi,1.3533,0,0
ENSG00000159904,-,-,0,-1,-1
ENSG00000159905,-,ZNF221,-2.2607,0,0
ENSG00000159915,-,ZNF233,-2.2607,0,0
ENSG00000159917,-,HZF6; ZFP93; ANF270; ZNF235; ZNF270,-2.2607,0,0
ENSG00000159921,EC 2.7.1.60; EC 3.2.1.183,NM; DMRV; GLCNE; IBM2; GNE; Uae1,-3.4025,0,1
ENSG00000159958,-,TNFRSF13C; BAFF-R; BAFFR; CD268; BROMIX; CVID4; prolixin,-3.7952,0,0
ENSG00000159961,-,OR3A3; OR3A7; OR17-16; OR17-201; OR3A8P; OR3A6; OR17-137,-13.4554,0,0
ENSG00000160007,-,P190-A; p190ARhoGAP; P190A; GRF-1; GRLF1; p190RhoGAP; ARHGAP35,-0.9827,0,0
ENSG00000160013,-,PRIPR; PTGIR; IP,-10.6961,0,0
ENSG00000160014,-,LQT16; CALM; CAMB; CaMIII; CaM; HEL-S-72; CALM3; CAM1; CAM2; CPVT6; PHKD; PHKD3,-4.079,0,1
ENSG00000160049,-,DFFA; DFF1; DFF-45; ICAD,1.0616,0,0
ENSG00000160050,-,CCDC28B,1.3533,0,0
ENSG00000160051,-,IQCC,-4.7007,0,0
ENSG00000160055,-,PRO1105; dJ622L5.7; AASL548; RP4-622L5; C1orf91; TMEM234,1.1487,0,0
ENSG00000160058,-,BSDC1,-5.3955,0,0
ENSG00000160062,-,ZBTB8; BOZF1; ZBTB8A; ZNF916A,-6.2297,0,0
ENSG00000160072,-,ATAD3B; TOB3; AAA-TOB3,1.0923,1,0
ENSG00000160075,EC 3.1.3.16,SSU72; PNAS-120; HSPC182,19.3217,0,0
ENSG00000160087,EC 2.3.2.23,NCUBE-2; NCUBE2; UBE2J2; PRO2121,-6.8878,0,0
ENSG00000160094,-,RN; lin-29; ZNF362,-8.2616,0,0
ENSG00000160097,-,FNDC5; FRCP2; irisin,-4.079,0,0
ENSG00000160111,-,VIP; K-CAP; CPAMD8; ASGD8,-4.079,0,-1
ENSG00000160113,-,ERBAL2; NR2F6; EAR2; EAR-2,-0.9827,0,0
ENSG00000160117,EC 3.1.-.-,ANKLE1; ANKRD41; LEM3; LEMD6,-0.3399,0,0
ENSG00000160124,-,MIX23; CCDC58,19.6799,1,0
ENSG00000160131,-,VMA21; MEAX; XMEA,-10.6961,0,0
ENSG00000160145,EC 2.7.11.1,CHDS5; ARHGEF24; DUO; HAPIP; CHD5; DUET; TRAD; KALRN,-0.9827,0,0
ENSG00000160161,-,CILP2; CLIP-2,-10.6961,0,0
ENSG00000160172,-,-,0,-1,-1
ENSG00000160179,EC 7.6.2.-,ABCG1; ABC8; WHITE1,-3.2256,0,1
ENSG00000160180,-,ITF; TFF3; TFI; P1B,-7.3762,0,0
ENSG00000160181,-,TFF2; SP; SML1,-3.8147,0,0
ENSG00000160182,-,TFF1; HP1.A; pS2; HPS2; pNR-2; BCEI; D21S21,-3.8147,0,0
ENSG00000160183,EC 3.4.21.-,TMPRSS3; DFNB8; ECHOS1; TADG12; DFNB10,-6.2297,0,0
ENSG00000160185,-,CLIP4; STS-2; TULA-1; TULA; UBASH3A,-3.3441,0,0
ENSG00000160188,-,RSP44; RSPH1; CT79; RSPH10A; TSA2; TSGA2,-5.2802,0,0
ENSG00000160190,-,SLC37A1; G3PP,0.9725,0,1
ENSG00000160191,EC 3.1.4.-; EC 3.1.4.35,PDE9A; HSPDE9A2,-10.6961,0,0
ENSG00000160193,-,MIGSB; TRM82; GAMOS6; hWH; WDR4; TRMT82,-0.9096,0,0
ENSG00000160194,-,NDUFV3; CI-10k; CI-9KD,20.4205,1,0
ENSG00000160199,-,PKNOX1; PREP1; pkonx1c,-5.4314,0,0
ENSG00000160200,EC 4.2.1.22,CBS; CBSL; HIP4,3.7481,0,1
ENSG00000160201,-,RNU2AF1; U2AF1; FP793; RN; U2AFBP; U2AF35,-6.2297,0,0
ENSG00000160202,-,CRYAA; CRYA1; CTRCT9; HSPB4,-6.2297,0,0
ENSG00000160207,-,MEILB2; HSF2BP,-3.8147,0,0
ENSG00000160208,-,PPP1R136; KIAA0179; NNP1L; Nnp1; RRP1B; RRP1,-10.0112,0,0
ENSG00000160209,EC 2.7.1.35,LOC105372824; PNK; C21orf124; PRED79; PDXK; C21orf97; HEL-S-1a; HMSN6C; PKH,1.3533,0,0
ENSG00000160211,EC 1.1.1.49,G6PD1; G6PD,-5.2802,0,0
ENSG00000160213,-,EPM1A; CST6; EPM1; ULD; CPI-B; PME; STFB; CSTB,37.826,0,1
ENSG00000160214,-,D21S2056E; RRP1A; RRP1; NNP-1; NOP52,-10.0112,0,0
ENSG00000160216,EC 2.3.1.51,LPAAT-GAMMA1; AGPAT3; 1-AGPAT 3; LPAAT3,4.6989,0,0
ENSG00000160218,-,EHOC1; GT334; TRS130; TRAPPC10; TMEM1; EHOC-1; TRS30,19.3217,0,0
ENSG00000160219,-,GAB3,-6.2297,0,0
ENSG00000160221,-,C21orf33; KNPH; KNPI; ES1; HES1; GATD3A; GT335; GATD3,28.6694,0,0
ENSG00000160223,-,GL50; ICOS-L; B7RP-1; B7h; ICOSLG; B7H2; ICOSL; B7RP1; LICOS; B7-H2; CD275,-8.0704,0,0
ENSG00000160224,-,PGA1; APS1; APSI; AIRE; APECED; AIRE1,-3.4081,0,0
ENSG00000160226,-,LRRC76; CFAP410; SMDAX; RDMS; YF5/A2; C21orf2,1.3533,0,0
ENSG00000160229,-,ZNF66; ZNF66P,0,-1,-1
ENSG00000160233,-,C21orf30; LRRC3; C21orf102; LRRC3DN,1.3533,0,0
ENSG00000160255,-,LCAMB; LFA-1; MAC-1; CD18; LAD; MFI7; ITGB2; MF17,-4.4906,0,0
ENSG00000160256,-,C21orf70; PRED56; FAM207A,1.3533,0,0
ENSG00000160271,-,RGDS; RGF; RalGEF; RALGDS,-7.3264,0,0
ENSG00000160282,EC 4.3.1.4; EC 2.1.2.5,LCHC1; FTCD,-10.6961,0,0
ENSG00000160284,-,SPATC1L; C21orf56,1.3533,0,0
ENSG00000160285,EC 5.4.99.7; EC 5.4.99.-,APMR4; CTRCT44; OSC; LSS; HYPT14,-6.2297,0,0
ENSG00000160293,-,VAV2; VAV-2,-6.2297,0,0
ENSG00000160294,EC 2.3.1.48; EC 2.3.1.-,GANP; SAC3; MAP80; MCM3AP; PNRIID,0.9725,0,0
ENSG00000160298,-,C21orf58,1.3533,0,0
ENSG00000160299,-,KEN; MOPD2; SCKL4; PCNTB; PCTN2; PCNT; PCN; PCNT2,19.3217,0,0
ENSG00000160305,-,DIP2A; DIP2; C21orf106,1.3533,0,0
ENSG00000160307,-,S100beta; S100B; S100; S100-B; NEF,-7.9301,0,1
ENSG00000160310,EC 2.1.1.319,HRMT1L1; PRMT2,-1.0247,0,0
ENSG00000160318,-,CLDND2,-10.6961,0,1
ENSG00000160321,-,PMIDP; ZNF208; ZNF95,-2.2607,0,0
ENSG00000160323,EC 3.4.24.87,ADAMTS13; C9orf8; ADAMTS-13; VWFCP; vWF-CP; ADAM-TS13,13.9633,0,0
ENSG00000160325,-,FLOWER; CACFD1; C9orf7; D9S2135,-3.3441,0,1
ENSG00000160326,-,SLC2A6; HSA011372; GLUT6; GLUT9,1.3533,0,1
ENSG00000160336,-,ZNF761; ZNF468; ZNF765-ZNF761,-6.2297,0,0
ENSG00000160339,-,FCNL; FCN2; EBP-37; P35; ficolin-2,-8.5225,0,0
ENSG00000160345,-,PIERCE1; C9orf116; RbEST47,-5.6553,0,0
ENSG00000160349,-,LCN1; PMFA; TP; VEGP; TLC,-6.2297,0,1
ENSG00000160352,-,ZNF714,-6.2297,0,0
ENSG00000160360,-,AGS3; GPSM1,-6.2297,0,0
ENSG00000160392,-,C19orf47,-8.0704,0,0
ENSG00000160396,EC 2.7.11.1,HIPK4,-6.2297,0,0
ENSG00000160401,-,C9orf117; CFAP157,-8.0704,0,0
ENSG00000160404,-,TORP1; TOR2A,-10.6961,0,0
ENSG00000160408,EC 2.4.99.-,SIAT7-F; SIAT7F; ST6GALNAC6; ST6GALNACVI,-3.4081,0,0
ENSG00000160410,-,PP203; Sb1; SHKBP1,-10.0112,0,0
ENSG00000160439,EC 1.1.1.300,RDH13; SDR7C3,15.4199,1,0
ENSG00000160445,-,ZYG; C9orf60; ZER1; ZYG11BL,-7.3854,0,0
ENSG00000160446,EC 2.3.1.225,DHHC-12; ZDHHC12; ZNF400,-10.0112,0,0
ENSG00000160447,EC 2.7.11.13,PKN3; UTDP4-1,-6.2297,0,0
ENSG00000160460,-,QV; SPTBN4; NEDHND; SPTBN3; CMND; SPNB4,-3.8147,0,0
ENSG00000160469,EC 2.7.11.1; EC 2.7.11.26,BRSK1; hSAD1,-3.8147,0,0
ENSG00000160471,-,CT59; COXVIB2; COX6B2,14.0781,1,0
ENSG00000160472,-,TMEM190; MDAC1,-4.4998,0,0
ENSG00000160505,-,CT58; RNH2; NLRP4; CLR19.5; PYPAF4; NALP4; PAN2,-2.4214,0,0
ENSG00000160539,-,PPAPDC3; PLPP7; C9orf67; NET39,0.9725,0,0
ENSG00000160551,EC 2.7.11.1,TAO1; TAOK1; MARKK; MAP3K16; PSK2; hKFC-B; KFC-B; hTAOK1; PSK-2,-0.9827,0,0
ENSG00000160563,-,MED27; CRAP34; CRSP34; CRSP8; TRAP37; MED3,-10.0112,0,0
ENSG00000160570,-,FLAME-3; DEDD2; FLAME3,21.8086,0,0
ENSG00000160584,EC 2.7.11.1,QSK; SEMDK; SIK-3; L19; SIK3,-2.3287,0,0
ENSG00000160588,-,MPZL3,-10.6961,0,0
ENSG00000160593,-,AMICA; CREA7-4; JAML; CREA7-1; AMICA1; Gm638,-0.8138,0,0
ENSG00000160602,EC 2.7.11.1,RHPD2; NPHP9; NEK8; JCK; NEK12A,-3.8147,0,0
ENSG00000160606,-,TLCD1,-6.3154,0,0
ENSG00000160613,EC 3.4.21.-,PCSK7; LPC; SPC7; PC7; PC8,37.826,0,0
ENSG00000160633,-,SAFB; SAB-B1; SAF-B; HAP; HET; SAF-B1; SAFB1,-6.2297,0,0
ENSG00000160654,-,CD3G; T3G; CD3-GAMMA; IMD17,-10.6961,0,0
ENSG00000160678,-,S100; S100A; S100A1; S100-alpha,1.6087,0,1
ENSG00000160679,-,SRAG-3; pp7704; SRAG; CHTOP; C10orf77; C1orf77; FOP; SRAG-5; FL-SRAG,-10.6961,0,0
ENSG00000160683,-,CD185; MDR15; CXCR5; BLR1,-10.6961,0,0
ENSG00000160685,-,THPOK; ZFP67; ZNF857B; CKROX; ZBTB15; c-KROX; ZBTB7B; hcKROX; ZFP-67,-2.7697,0,0
ENSG00000160688,EC 2.7.7.2,FLAD1; LSMFLAD; FAD1; FADS; PP591,10.8723,1,0
ENSG00000160691,-,SHC; SHC1; SHCA,-3.8147,0,0
ENSG00000160695,-,RNF108; hVPS11; END1; HLD12; PEP5; VPS11,-0.5981,0,0
ENSG00000160703,-,NLRX1; NOD5; CLR11.3; NOD26; NOD9; DLNB26,3.7937,1,0
ENSG00000160710,EC 3.5.4.37,AGS6; ADAR1; DSH; P136; IFI4; DRADA; DSRAD; G1P1; ADAR; K88DSRBP; IFI-4,-0.9827,0,0
